FIRST_NAME,LAST_NAME,TEAMS
Luc,Robitaille,"Los Angeles Kings, Pittsburgh Penguins, New York Rangers, Detroit Red Wings"
Colin,Chisholm,Minnesota North Stars
Frantisek,Musil,"Minnesota North Stars, Calgary Flames, Ottawa Senators, Edmonton Oilers"
Jari,Gronstrand,"Minnesota North Stars, New York Rangers, Quebec Nordiques, New York Islanders"
Sean,Toomey,Minnesota North Stars
Tommy,Albelin,"Quebec Nordiques, New Jersey Devils, Calgary Flames"
Marc,Fortier,"Quebec Nordiques, Ottawa Senators, Los Angeles Kings"
Stephane,Guerard,Quebec Nordiques
Ken,McRae,"Quebec Nordiques, Toronto Maple Leafs"
Mike,Natyshak,Quebec Nordiques
Jean-Marc,Richard,Quebec Nordiques
Mario,Brunetta,Quebec Nordiques
Ron,Tugnutt,"Quebec Nordiques, Edmonton Oilers, Montréal Canadiens, Anaheim Ducks, Ottawa Senators, Pittsburgh Penguins, Columbus Blue Jackets, Dallas Stars"
Pat,Elynuik,"Winnipeg Jets (1979), Washington Capitals, Tampa Bay Lightning, Ottawa Senators"
Todd,Flichel,Winnipeg Jets (1979)
Guy,Gosselin,Winnipeg Jets (1979)
Brendan,Shanahan,"New Jersey Devils, St. Louis Blues, Hartford Whalers, Detroit Red Wings, New York Rangers"
Troy,Crowder,"New Jersey Devils, Detroit Red Wings, Los Angeles Kings, Vancouver Canucks"
Sean,Burke,"New Jersey Devils, Hartford Whalers, Philadelphia Flyers, Carolina Hurricanes, Vancouver Canucks, Florida Panthers, Phoenix Coyotes, Tampa Bay Lightning, Los Angeles Kings"
Jim,Culhane,Hartford Whalers
Mike,Vellucci,Hartford Whalers
Scott,Young,"Hartford Whalers, Pittsburgh Penguins, Quebec Nordiques, Colorado Avalanche, Anaheim Ducks, St. Louis Blues, Dallas Stars"
Peter,Sidorkiewicz,"Hartford Whalers, Ottawa Senators, New Jersey Devils"
Rod,Dallman,"New York Islanders, Philadelphia Flyers"
Jeff,Finley,"New York Islanders, Philadelphia Flyers, Winnipeg Jets (1979), Phoenix Coyotes, New York Rangers, St. Louis Blues"
Todd,McLellan,New York Islanders
Jeff,Norton,"New York Islanders, San Jose Sharks, St. Louis Blues, Edmonton Oilers, Tampa Bay Lightning, Florida Panthers, Pittsburgh Penguins, Boston Bruins"
Todd,Okerlund,New York Islanders
Mick,Vukota,"New York Islanders, Montréal Canadiens, Tampa Bay Lightning"
Michael,Walsh,New York Islanders
Ulf,Dahlen,"New York Rangers, Minnesota North Stars, Dallas Stars, San Jose Sharks, Chicago Blackhawks, Washington Capitals"
Mark,Janssens,"New York Rangers, Minnesota North Stars, Hartford Whalers, Anaheim Ducks, New York Islanders, Phoenix Coyotes, Chicago Blackhawks"
Brian,Leetch,"New York Rangers, Toronto Maple Leafs, Boston Bruins"
Steve,Nemeth,New York Rangers
Rudy,Poeschek,"New York Rangers, Winnipeg Jets (1979), Tampa Bay Lightning, St. Louis Blues"
Mark,Tinordi,"New York Rangers, Minnesota North Stars, Dallas Stars, Washington Capitals"
Simon,Wheeldon,"New York Rangers, Winnipeg Jets (1979)"
Mike,Murray,Philadelphia Flyers
Magnus,Roupe,Philadelphia Flyers
Brad,Aitken,"Pittsburgh Penguins, Edmonton Oilers"
Rob,Brown,"Pittsburgh Penguins, Hartford Whalers, Chicago Blackhawks, Dallas Stars, Los Angeles Kings"
Jock,Callander,"Pittsburgh Penguins, Tampa Bay Lightning"
Dave,Goertz,Pittsburgh Penguins
Steve,Gotaas,"Pittsburgh Penguins, Minnesota North Stars"
Chris,Joseph,"Pittsburgh Penguins, Edmonton Oilers, Tampa Bay Lightning, Vancouver Canucks, Philadelphia Flyers, Phoenix Coyotes, Atlanta Thrashers"
Mark,Kachowski,Pittsburgh Penguins
Risto,Kurkinen,Pittsburgh Penguins
Patrick,Mayer,Pittsburgh Penguins
Dave,McLlwain,"Pittsburgh Penguins, Winnipeg Jets (1979), New York Islanders, Buffalo Sabres, Toronto Maple Leafs, Ottawa Senators"
Kevin,Stevens,"Pittsburgh Penguins, Boston Bruins, Los Angeles Kings, New York Rangers, Philadelphia Flyers"
Zarley,Zalapski,"Pittsburgh Penguins, Hartford Whalers, Calgary Flames, Montréal Canadiens, Philadelphia Flyers"
Frank,Pietrangelo,"Pittsburgh Penguins, Hartford Whalers"
Paul,Beraldo,Boston Bruins
Greg,Hawgood,"Boston Bruins, Edmonton Oilers, Philadelphia Flyers, Pittsburgh Penguins, Florida Panthers, San Jose Sharks, Vancouver Canucks, Dallas Stars"
Craig,Janney,"Boston Bruins, St. Louis Blues, San Jose Sharks, Winnipeg Jets (1979), Phoenix Coyotes, New York Islanders, Tampa Bay Lightning"
Bob,Joyce,"Boston Bruins, Washington Capitals, Winnipeg Jets (1979)"
Tommy,Lehman,"Boston Bruins, Edmonton Oilers"
Alan,May,"Boston Bruins, Edmonton Oilers, Washington Capitals, Dallas Stars, Calgary Flames"
Bruce,Shoebottom,Boston Bruins
Glen,Wesley,"Boston Bruins, Hartford Whalers, Carolina Hurricanes, Toronto Maple Leafs"
Benoit,Hogue,"Buffalo Sabres, New York Islanders, Toronto Maple Leafs, Dallas Stars, Tampa Bay Lightning, Phoenix Coyotes, Boston Bruins, Washington Capitals"
Calle,Johansson,"Buffalo Sabres, Washington Capitals, Toronto Maple Leafs"
Donald,McSween,"Buffalo Sabres, Anaheim Ducks"
Scott,Metcalfe,"Buffalo Sabres, Edmonton Oilers"
Ray,Sheppard,"Buffalo Sabres, New York Rangers, Detroit Red Wings, Florida Panthers, San Jose Sharks, Carolina Hurricanes"
Pierre,Turgeon,"Buffalo Sabres, New York Islanders, Montréal Canadiens, St. Louis Blues, Dallas Stars, Colorado Avalanche"
Jose,Charbonneau,"Montréal Canadiens, Vancouver Canucks"
Mathieu,Schneider,"Montréal Canadiens, New York Islanders, Toronto Maple Leafs, New York Rangers, Los Angeles Kings, Detroit Red Wings, Anaheim Ducks, Atlanta Thrashers, Vancouver Canucks, Phoenix Coyotes"
Steven,Fletcher,"Montréal Canadiens, Winnipeg Jets (1979)"
Vincent,Riendeau,"Montréal Canadiens, St. Louis Blues, Detroit Red Wings, Boston Bruins"
Marty,Dallman,Toronto Maple Leafs
Chris,McRae,"Toronto Maple Leafs, Detroit Red Wings"
Luke,Richardson,"Toronto Maple Leafs, Edmonton Oilers, Philadelphia Flyers, Columbus Blue Jackets, Tampa Bay Lightning, Ottawa Senators"
Daniel,Marois,"Toronto Maple Leafs, New York Islanders, Boston Bruins, Dallas Stars"
Jeff,Reese,"Toronto Maple Leafs, Calgary Flames, Hartford Whalers, Tampa Bay Lightning, New Jersey Devils"
Bill,Houlder,"Washington Capitals, Buffalo Sabres, Anaheim Ducks, St. Louis Blues, Tampa Bay Lightning, San Jose Sharks, Nashville Predators"
Michael,Richard,Washington Capitals
Chris,Felix,Washington Capitals
Grant,Jennings,"Washington Capitals, Hartford Whalers, Pittsburgh Penguins, Toronto Maple Leafs, Buffalo Sabres"
Alain,Raymond,Washington Capitals
David,Mackey,"Chicago Blackhawks, Minnesota North Stars, St. Louis Blues"
Brian,Noonan,"Chicago Blackhawks, New York Rangers, St. Louis Blues, Vancouver Canucks, Phoenix Coyotes"
Kent,Paynter,"Chicago Blackhawks, Washington Capitals, Winnipeg Jets (1979), Ottawa Senators"
Trent,Yawney,"Chicago Blackhawks, Calgary Flames, St. Louis Blues"
Mike,Rucinski,Chicago Blackhawks
Brent,Fedyk,"Detroit Red Wings, Philadelphia Flyers, Dallas Stars, New York Rangers"
Adam,Graves,"Detroit Red Wings, Edmonton Oilers, New York Rangers, San Jose Sharks"
Kris,King,"Detroit Red Wings, New York Rangers, Winnipeg Jets (1979), Phoenix Coyotes, Toronto Maple Leafs, Chicago Blackhawks"
Steve,Martinson,"Detroit Red Wings, Montréal Canadiens, Minnesota North Stars"
Robert,Dirk,"St. Louis Blues, Vancouver Canucks, Chicago Blackhawks, Anaheim Ducks, Montréal Canadiens"
Scott,Harlow,St. Louis Blues
Shane,MacEachern,St. Louis Blues
Robert,Nordmark,"St. Louis Blues, Vancouver Canucks"
Bob,Bodak,"Calgary Flames, Hartford Whalers"
Brian,Glynn,"Calgary Flames, Minnesota North Stars, Edmonton Oilers, Ottawa Senators, Vancouver Canucks, Hartford Whalers"
Jiri,Hrdina,"Calgary Flames, Pittsburgh Penguins"
Jim,Ennis,Edmonton Oilers
John,Miner,Edmonton Oilers
Ron,Shudra,Edmonton Oilers
Peter,Bakovic,Vancouver Canucks
Ian,Kidd,Vancouver Canucks
Brett,MacDonald,Vancouver Canucks
Rob,Murphy,"Vancouver Canucks, Ottawa Senators, Los Angeles Kings"
Jeff,Rohlicek,Vancouver Canucks
David,Saunders,Vancouver Canucks
Ronnie,Stern,"Vancouver Canucks, Calgary Flames, San Jose Sharks"
Claude,Vilgrain,"Vancouver Canucks, New Jersey Devils, Philadelphia Flyers"
Dan,Woodley,Vancouver Canucks
Ken,Baumgartner,"Los Angeles Kings, New York Islanders, Toronto Maple Leafs, Anaheim Ducks, Boston Bruins"
John,English,Los Angeles Kings
Eric,Germain,Los Angeles Kings
Dan,Gratton,Los Angeles Kings
Bob,Kudelski,"Los Angeles Kings, Ottawa Senators, Florida Panthers"
Denis,Larocque,Los Angeles Kings
Wayne,McBean,"Los Angeles Kings, New York Islanders, Winnipeg Jets (1979)"
Petr,Prajzler,"Los Angeles Kings, Boston Bruins"
Dave,Archibald,"Minnesota North Stars, New York Rangers, Ottawa Senators, New York Islanders"
Warren,Babe,Minnesota North Stars
Mike,Berger,Minnesota North Stars
Rick,Boh,Minnesota North Stars
Shawn,Chambers,"Minnesota North Stars, Washington Capitals, Tampa Bay Lightning, New Jersey Devils, Dallas Stars"
Ken,Duggan,Minnesota North Stars
Mitchell,Messier,Minnesota North Stars
Patrick,Micheletti,Minnesota North Stars
Stephane,Roy,Minnesota North Stars
Wally,Schreiber,Minnesota North Stars
George,Servinis,Minnesota North Stars
William,Terry,Minnesota North Stars
Kirk,Tomlinson,Minnesota North Stars
Iiro,Jarvi,Quebec Nordiques
Darin,Kimble,"Quebec Nordiques, St. Louis Blues, Boston Bruins, Chicago Blackhawks"
Curtis,Leschyshyn,"Quebec Nordiques, Colorado Avalanche, Washington Capitals, Hartford Whalers, Carolina Hurricanes, Ottawa Senators, Minnesota Wild"
Jacques,Mailhot,Quebec Nordiques
Joe,Sakic,"Quebec Nordiques, Colorado Avalanche"
Mark,Vermette,Quebec Nordiques
Darren,Boyko,Winnipeg Jets (1979)
Matthew,Block,"Winnipeg Jets (1979), Boston Bruins, Tampa Bay Lightning"
Brent,Hughes,"Winnipeg Jets (1979), Boston Bruins, Buffalo Sabres, New York Islanders"
Anthony,Joseph,Winnipeg Jets (1979)
Markku,Kyllonen,Winnipeg Jets (1979)
Guy,Larose,"Winnipeg Jets (1979), Toronto Maple Leafs, Calgary Flames, Boston Bruins"
Bryan,Marchment,"Winnipeg Jets (1979), Chicago Blackhawks, Hartford Whalers, Edmonton Oilers, Tampa Bay Lightning, San Jose Sharks, Colorado Avalanche, Toronto Maple Leafs, Calgary Flames"
Teppo,Numminen,"Winnipeg Jets (1979), Phoenix Coyotes, Dallas Stars, Buffalo Sabres"
Tom,Draper,"Winnipeg Jets (1979), Buffalo Sabres, New York Islanders"
Bob,Essensa,"Winnipeg Jets (1979), Detroit Red Wings, Edmonton Oilers, Phoenix Coyotes, Vancouver Canucks, Buffalo Sabres"
Corey,Foster,"New Jersey Devils, Philadelphia Flyers, Pittsburgh Penguins, New York Islanders"
Jamie,Huscroft,"New Jersey Devils, Boston Bruins, Calgary Flames, Tampa Bay Lightning, Vancouver Canucks, Phoenix Coyotes, Washington Capitals"
Jon,Morris,"New Jersey Devils, San Jose Sharks, Boston Bruins"
Janne,Ojanen,New Jersey Devils
Kevin,Todd,"New Jersey Devils, Edmonton Oilers, Chicago Blackhawks, Los Angeles Kings, Anaheim Ducks"
Eric,Weinrich,"New Jersey Devils, Hartford Whalers, Chicago Blackhawks, Montréal Canadiens, Boston Bruins, Philadelphia Flyers, St. Louis Blues, Vancouver Canucks"
Paul,Ysebaert,"New Jersey Devils, Detroit Red Wings, Chicago Blackhawks, Winnipeg Jets (1979), Tampa Bay Lightning"
Adam,Burt,"Hartford Whalers, Carolina Hurricanes, Philadelphia Flyers, Atlanta Thrashers"
Dallas,Gaume,Hartford Whalers
Jody,Hull,"Hartford Whalers, New York Rangers, Ottawa Senators, Florida Panthers, Tampa Bay Lightning, Philadelphia Flyers"
Terry,Yake,"Hartford Whalers, Anaheim Ducks, Toronto Maple Leafs, St. Louis Blues, Washington Capitals"
Kay,Whitmore,"Hartford Whalers, Vancouver Canucks, Boston Bruins, Calgary Flames"
Bill,Berg,"New York Islanders, Toronto Maple Leafs, New York Rangers, Ottawa Senators"
Dean,Chynoweth,"New York Islanders, Boston Bruins"
Rob,DiMaio,"New York Islanders, Tampa Bay Lightning, Philadelphia Flyers, Boston Bruins, New York Rangers, Carolina Hurricanes, Dallas Stars"
Tom,Fitzgerald,"New York Islanders, Florida Panthers, Colorado Avalanche, Nashville Predators, Chicago Blackhawks, Toronto Maple Leafs, Boston Bruins"
Rich,Pilon,"New York Islanders, New York Rangers, St. Louis Blues"
David,Volek,New York Islanders
Mark,Fitzpatrick,"New York Islanders, Los Angeles Kings, Florida Panthers, Tampa Bay Lightning, Chicago Blackhawks, Carolina Hurricanes"
Jeff,Hackett,"New York Islanders, San Jose Sharks, Chicago Blackhawks, Montréal Canadiens, Boston Bruins, Philadelphia Flyers"
Jeff,Bloemberg,New York Rangers
Stephane,Brochu,New York Rangers
Tony,Granato,"New York Rangers, Los Angeles Kings, San Jose Sharks"
Miloslav,Horava,New York Rangers
Peter,Laviolette,New York Rangers
Jim,Latos,New York Rangers
Igor,Liba,"New York Rangers, Los Angeles Kings"
Kevin,Miller,"New York Rangers, Detroit Red Wings, Washington Capitals, St. Louis Blues, San Jose Sharks, Pittsburgh Penguins, Chicago Blackhawks, New York Islanders, Ottawa Senators"
Jayson,More,"New York Rangers, Minnesota North Stars, San Jose Sharks, Phoenix Coyotes, Chicago Blackhawks, Nashville Predators"
Darren,Turcotte,"New York Rangers, Hartford Whalers, San Jose Sharks, Winnipeg Jets (1979), St. Louis Blues, Nashville Predators"
Mike,Richter,New York Rangers
Jeff,Harding,Philadelphia Flyers
Gord,Murphy,"Philadelphia Flyers, Boston Bruins, Florida Panthers, Atlanta Thrashers"
John,Cullen,"Pittsburgh Penguins, Hartford Whalers, Toronto Maple Leafs, Tampa Bay Lightning"
Mark,Recchi,"Pittsburgh Penguins, Philadelphia Flyers, Montréal Canadiens, Carolina Hurricanes, Atlanta Thrashers, Boston Bruins, Tampa Bay Lightning"
Rick,Tabaracci,"Pittsburgh Penguins, Winnipeg Jets (1979), Washington Capitals, Calgary Flames, Tampa Bay Lightning, Atlanta Thrashers, Colorado Avalanche, Dallas Stars"
Rob,Cimetta,"Boston Bruins, Toronto Maple Leafs"
Ray,Podloski,Boston Bruins
Stephane,Quintal,"Boston Bruins, St. Louis Blues, Winnipeg Jets (1979), Montréal Canadiens, New York Rangers, Chicago Blackhawks"
Don,Sweeney,"Boston Bruins, Dallas Stars"
Trent,Kaese,Buffalo Sabres
Brad,Miller,"Buffalo Sabres, Ottawa Senators, Calgary Flames"
Darrin,Shannon,"Buffalo Sabres, Winnipeg Jets (1979), Phoenix Coyotes"
Darcy,Wakaluk,"Buffalo Sabres, Minnesota North Stars, Dallas Stars, Phoenix Coyotes"
Benoit,Brunet,"Montréal Canadiens, Ottawa Senators, Dallas Stars"
Eric,Desjardins,"Montréal Canadiens, Philadelphia Flyers"
Donald,Dufresne,"Montréal Canadiens, Tampa Bay Lightning, Los Angeles Kings, St. Louis Blues, Edmonton Oilers"
Brent,Gilchrist,"Montréal Canadiens, Edmonton Oilers, Minnesota North Stars, Dallas Stars, Detroit Red Wings, Nashville Predators"
Mike,Keane,"Montréal Canadiens, Colorado Avalanche, New York Rangers, Dallas Stars, St. Louis Blues, Vancouver Canucks"
Stephan,Lebeau,"Montréal Canadiens, Anaheim Ducks"
Jyrki,Lumme,"Montréal Canadiens, Vancouver Canucks, Phoenix Coyotes, Toronto Maple Leafs, Dallas Stars"
Randy,Exelby,"Montréal Canadiens, Edmonton Oilers"
Tim,Armstrong,Toronto Maple Leafs
Scott,Pearson,"Toronto Maple Leafs, Quebec Nordiques, Edmonton Oilers, Buffalo Sabres, New York Islanders"
Darryl,Shannon,"Toronto Maple Leafs, Winnipeg Jets (1979), Buffalo Sabres, Atlanta Thrashers, Calgary Flames, Montréal Canadiens"
Shawn,Cronin,"Washington Capitals, Winnipeg Jets (1979), Philadelphia Flyers, San Jose Sharks"
John,Druce,"Washington Capitals, Winnipeg Jets (1979), Los Angeles Kings, Philadelphia Flyers"
Mario,Doyon,"Chicago Blackhawks, Quebec Nordiques"
Mike,Hudson,"Chicago Blackhawks, Edmonton Oilers, New York Rangers, Pittsburgh Penguins, Toronto Maple Leafs, St. Louis Blues, Phoenix Coyotes"
Jeremy,Roenick,"Chicago Blackhawks, Phoenix Coyotes, Philadelphia Flyers, Los Angeles Kings, San Jose Sharks"
Warren,Rychel,"Chicago Blackhawks, Los Angeles Kings, Toronto Maple Leafs, Colorado Avalanche, Anaheim Ducks"
Jari,Torkki,Chicago Blackhawks
Ed,Belfour,"Chicago Blackhawks, San Jose Sharks, Dallas Stars, Toronto Maple Leafs, Florida Panthers"
Jimmy,Waite,"Chicago Blackhawks, San Jose Sharks, Phoenix Coyotes"
Randy,McKay,"Detroit Red Wings, New Jersey Devils, Dallas Stars, Montréal Canadiens"
John,Mokosak,Detroit Red Wings
Tim,Cheveldae,"Detroit Red Wings, Winnipeg Jets (1979), Boston Bruins"
Glen,Featherstone,"St. Louis Blues, Boston Bruins, New York Rangers, Hartford Whalers, Calgary Flames"
Dominic,Lavoie,"St. Louis Blues, Boston Bruins, Ottawa Senators, Los Angeles Kings"
Tom,Tilley,St. Louis Blues
Steve,Tuttle,St. Louis Blues
Jim,Vesey,"St. Louis Blues, Boston Bruins"
Rod,Brind'Amour,"St. Louis Blues, Philadelphia Flyers, Carolina Hurricanes"
Theo,Fleury,"Calgary Flames, Colorado Avalanche, New York Rangers, Chicago Blackhawks"
Stu,Grimson,"Calgary Flames, Chicago Blackhawks, Anaheim Ducks, Detroit Red Wings, Hartford Whalers, Carolina Hurricanes, Los Angeles Kings, Nashville Predators"
Rick,Lessard,"Calgary Flames, San Jose Sharks"
Sergei,Priakin,Calgary Flames
Paul,Ranheim,"Calgary Flames, Hartford Whalers, Carolina Hurricanes, Philadelphia Flyers, Phoenix Coyotes"
David,Reierson,Calgary Flames
Ken,Sabourin,"Calgary Flames, Washington Capitals"
Joe,Aloi,Calgary Flames
Martin,Gelinas,"Edmonton Oilers, Vancouver Canucks, Quebec Nordiques, Carolina Hurricanes, Calgary Flames, Florida Panthers, Nashville Predators"
Kim,Issel,Edmonton Oilers
Francois,Leroux,"Edmonton Oilers, Ottawa Senators, Pittsburgh Penguins, Colorado Avalanche"
Mike,Ware,Edmonton Oilers
Todd,Hawkins,"Vancouver Canucks, Toronto Maple Leafs"
Trevor,Linden,"Vancouver Canucks, New York Islanders, Montréal Canadiens, Washington Capitals"
Jay,Mazur,Vancouver Canucks
Sylvain,Couturier,Los Angeles Kings
Hubie,McDonough,"Los Angeles Kings, New York Islanders, San Jose Sharks"
Don,Barber,"Minnesota North Stars, Winnipeg Jets (1979), Quebec Nordiques, San Jose Sharks"
Link,Gaetz,"Minnesota North Stars, San Jose Sharks"
Ken,Hodge Jr.,"Minnesota North Stars, Boston Bruins, Tampa Bay Lightning"
Paul,Jerrard,Minnesota North Stars
Kevin,Kaminski,"Minnesota North Stars, Quebec Nordiques, Washington Capitals"
Dean,Kolstad,"Minnesota North Stars, San Jose Sharks"
Michael,McHugh,"Minnesota North Stars, San Jose Sharks"
Dusan,Pasek,Minnesota North Stars
Rob,Zettler,"Minnesota North Stars, San Jose Sharks, Philadelphia Flyers, Toronto Maple Leafs, Nashville Predators, Washington Capitals"
Mike,Modano,"Minnesota North Stars, Dallas Stars, Detroit Red Wings"
Jarmo,Myllys,"Minnesota North Stars, San Jose Sharks"
Jamie,Baker,Quebec Nordiques
Daniel,Dore,Quebec Nordiques
Bryan,Fogarty,"Quebec Nordiques, Pittsburgh Penguins, Montréal Canadiens"
Stephane,Morin,"Quebec Nordiques, Vancouver Canucks"
Jean-Marc,Routhier,Quebec Nordiques
Brent,Severyn,"Quebec Nordiques, Florida Panthers, New York Islanders, Colorado Avalanche, Anaheim Ducks, Dallas Stars"
Jaroslav,Sevcik,Quebec Nordiques
Stephane,Fiset,"Quebec Nordiques, Colorado Avalanche, Los Angeles Kings, Montréal Canadiens"
Scott,Gordon,Quebec Nordiques
Sergei,Mylnikov,Quebec Nordiques
John,Tanner,Quebec Nordiques
Danton,Cole,"Winnipeg Jets (1979), Tampa Bay Lightning, New Jersey Devils, New York Islanders, Chicago Blackhawks"
Brian,McReynolds,"Winnipeg Jets (1979), New York Rangers, Los Angeles Kings"
Stephane,Beauregard,"Winnipeg Jets (1979), Philadelphia Flyers"
Neil,Brady,"New Jersey Devils, Ottawa Senators, Dallas Stars"
Viacheslav,Fetisov,"New Jersey Devils, Detroit Red Wings"
Alexei,Kasatonov,"New Jersey Devils, St. Louis Blues, Anaheim Ducks, Boston Bruins"
Sergei,Starikov,New Jersey Devils
James,Black,"Hartford Whalers, Minnesota North Stars, Buffalo Sabres, Dallas Stars, Chicago Blackhawks, Washington Capitals"
Christopher,Govedaris,"Hartford Whalers, Toronto Maple Leafs"
Todd,Krygier,"Hartford Whalers, Washington Capitals, Anaheim Ducks"
Marc,Laforge,"Hartford Whalers, Edmonton Oilers"
Jim,McKenzie,"Hartford Whalers, Pittsburgh Penguins, Dallas Stars, Winnipeg Jets (1979), Phoenix Coyotes, Anaheim Ducks, Washington Capitals, New Jersey Devils, Nashville Predators"
Mike,Tomlak,Hartford Whalers
Dave,Chyzowski,"New York Islanders, Chicago Blackhawks"
Dale,Kushner,"New York Islanders, Philadelphia Flyers"
Rick,Bennett,New York Rangers
Paul,Broten,"New York Rangers, Dallas Stars, St. Louis Blues"
Troy,Mallette,"New York Rangers, New Jersey Devils, Edmonton Oilers, Ottawa Senators, Boston Bruins, Tampa Bay Lightning"
Corey,Millen,"New York Rangers, Los Angeles Kings, New Jersey Devils, Dallas Stars, Calgary Flames"
Murray,Baron,"Philadelphia Flyers, St. Louis Blues, Montréal Canadiens, Phoenix Coyotes, Vancouver Canucks"
Len,Barrie,"Philadelphia Flyers, Florida Panthers, Pittsburgh Penguins, Los Angeles Kings"
Craig,Fisher,"Philadelphia Flyers, Winnipeg Jets (1979), Florida Panthers"
Tony,Horacek,"Philadelphia Flyers, Chicago Blackhawks"
Jiri,Latal,Philadelphia Flyers
Shawn,Sabol,Philadelphia Flyers
Bruce,Hoffort,Philadelphia Flyers
Dave,Capuano,"Pittsburgh Penguins, Vancouver Canucks, Tampa Bay Lightning, San Jose Sharks"
Jamie,Leach,"Pittsburgh Penguins, Hartford Whalers, Florida Panthers"
Bob,Beers,"Boston Bruins, Tampa Bay Lightning, Edmonton Oilers, New York Islanders"
Louis,Crawford,Boston Bruins
Ron,Hoover,"Boston Bruins, St. Louis Blues"
Jarmo,Kekalainen,"Boston Bruins, Ottawa Senators"
Graeme,Townshend,"Boston Bruins, New York Islanders, Ottawa Senators"
Wes,Walz,"Boston Bruins, Philadelphia Flyers, Calgary Flames, Detroit Red Wings, Minnesota Wild"
John,Byce,Boston Bruins
Bob,Corkum,"Buffalo Sabres, Anaheim Ducks, Philadelphia Flyers, Phoenix Coyotes, Los Angeles Kings, New Jersey Devils, Atlanta Thrashers"
Francois,Guay,Buffalo Sabres
Kevin,Haller,"Buffalo Sabres, Montréal Canadiens, Philadelphia Flyers, Hartford Whalers, Carolina Hurricanes, Anaheim Ducks, New York Islanders"
Darcy,Loewen,"Buffalo Sabres, Ottawa Senators"
Alexander,Mogilny,"Buffalo Sabres, Vancouver Canucks, New Jersey Devils, Toronto Maple Leafs"
Mitchell,Molloy,Buffalo Sabres
Rob,Ray,"Buffalo Sabres, Ottawa Senators"
Dave,Snuggerud,"Buffalo Sabres, San Jose Sharks, Philadelphia Flyers"
Donald,Audette,"Buffalo Sabres, Los Angeles Kings, Atlanta Thrashers, Montréal Canadiens, Dallas Stars, Florida Panthers"
Andrew,Cassels,"Montréal Canadiens, Hartford Whalers, Calgary Flames, Vancouver Canucks, Columbus Blue Jackets, Washington Capitals"
Ed,Cristofoli,Montréal Canadiens
Tom,Chorske,"Montréal Canadiens, New Jersey Devils, Ottawa Senators, New York Islanders, Washington Capitals, Calgary Flames, Pittsburgh Penguins"
Martin,Desjardins,Montréal Canadiens
Sylvain,Lefebvre,"Montréal Canadiens, Toronto Maple Leafs, Quebec Nordiques, Colorado Avalanche, New York Rangers"
Lyle,Odelein,"Montréal Canadiens, New Jersey Devils, Phoenix Coyotes, Columbus Blue Jackets, Chicago Blackhawks, Dallas Stars, Florida Panthers, Pittsburgh Penguins"
Mark,Pederson,"Montréal Canadiens, Philadelphia Flyers, San Jose Sharks, Detroit Red Wings"
Andre,Racicot,Montréal Canadiens
Jack,Capuano,"Toronto Maple Leafs, Vancouver Canucks, Boston Bruins"
Tie,Domi,"Toronto Maple Leafs, New York Rangers, Winnipeg Jets (1979)"
Rocky,Dundas,Toronto Maple Leafs
John,McIntyre,"Toronto Maple Leafs, Los Angeles Kings, New York Rangers, Vancouver Canucks"
Bobby,Reynolds,Toronto Maple Leafs
Peter,Ing,"Toronto Maple Leafs, Edmonton Oilers, Detroit Red Wings"
Robin,Bawa,"Washington Capitals, Vancouver Canucks, San Jose Sharks, Anaheim Ducks"
Tim,Bergland,"Washington Capitals, Tampa Bay Lightning"
Nick,Kypreos,"Washington Capitals, Hartford Whalers, New York Rangers, Toronto Maple Leafs"
Tyler,Larter,Washington Capitals
Steve,Maltais,"Washington Capitals, Quebec Nordiques, Minnesota North Stars, Tampa Bay Lightning, Detroit Red Wings, Columbus Blue Jackets"
Jim,Mathieson,Washington Capitals
Rob,Murray,"Washington Capitals, Winnipeg Jets (1979), Phoenix Coyotes"
Dennis,Smith,"Washington Capitals, Los Angeles Kings"
Brian,Tutt,Washington Capitals
Jim,Hrivnak,"Washington Capitals, Winnipeg Jets (1979), St. Louis Blues"
Olie,Kolzig,"Washington Capitals, Tampa Bay Lightning"
Mike,Peluso,"Chicago Blackhawks, Ottawa Senators, New Jersey Devils, St. Louis Blues, Calgary Flames"
Cam,Russell,"Chicago Blackhawks, Colorado Avalanche"
Sheldon,Kennedy,"Detroit Red Wings, Calgary Flames, Boston Bruins"
Dean,Morton,Detroit Red Wings
Yves,Racine,"Detroit Red Wings, Philadelphia Flyers, Montréal Canadiens, San Jose Sharks, Calgary Flames, Tampa Bay Lightning"
Daniel,Shank,"Detroit Red Wings, Hartford Whalers"
Kelly,Chase,"St. Louis Blues, Hartford Whalers, Toronto Maple Leafs"
Michel,Mongeau,"St. Louis Blues, Tampa Bay Lightning"
Keith,Osborne,"St. Louis Blues, Tampa Bay Lightning"
Adrian,Plavsic,"St. Louis Blues, Vancouver Canucks, Tampa Bay Lightning, Anaheim Ducks"
Randy,Skarda,St. Louis Blues
Dave,Thomlinson,"St. Louis Blues, Boston Bruins, Los Angeles Kings"
Tony,Twist,"St. Louis Blues, Quebec Nordiques"
Pat,Jablonski,"St. Louis Blues, Tampa Bay Lightning, Montréal Canadiens, Phoenix Coyotes, Carolina Hurricanes"
Curtis,Joseph,"St. Louis Blues, Edmonton Oilers, Toronto Maple Leafs, Detroit Red Wings, Phoenix Coyotes, Calgary Flames"
Jonas,Bergqvist,Calgary Flames
