FIRST_NAME,LAST_NAME,TEAMS
Marc,Bureau,"Calgary Flames, Minnesota North Stars, Tampa Bay Lightning, Montréal Canadiens, Philadelphia Flyers"
Roger,Johansson,"Calgary Flames, Chicago Blackhawks"
Sergei,Makarov,"Calgary Flames, San Jose Sharks, Dallas Stars"
Jaroslav,Benak,Calgary Flames
Peter,Eriksson,Edmonton Oilers
Vladimir,Ruzicka,"Edmonton Oilers, Boston Bruins, Ottawa Senators"
Trevor,Sim,Edmonton Oilers
Geoff,Smith,"Edmonton Oilers, Florida Panthers, New York Rangers"
Anatoli,Semenov,"Edmonton Oilers, Tampa Bay Lightning, Vancouver Canucks, Anaheim Ducks, Philadelphia Flyers, Buffalo Sabres"
Mike,Greenlay,Edmonton Oilers
Vladimir,Krutov,Vancouver Canucks
Igor,Larionov,"Vancouver Canucks, San Jose Sharks, Detroit Red Wings, Florida Panthers, New Jersey Devils"
Rob,Blake,"Los Angeles Kings, Colorado Avalanche, San Jose Sharks"
Rene,Chapdelaine,Los Angeles Kings
Todd,Elik,"Los Angeles Kings, Minnesota North Stars, Edmonton Oilers, San Jose Sharks, St. Louis Blues, Boston Bruins"
Mikael,Lindholm,Los Angeles Kings
Robb,Stauber,"Los Angeles Kings, Buffalo Sabres"
Helmut,Balderis,Minnesota North Stars
Clark,Donatelli,"Minnesota North Stars, Boston Bruins"
Peter,Lappin,"Minnesota North Stars, San Jose Sharks"
Scott,Robinson,Minnesota North Stars
Mario,Thyer,Minnesota North Stars
Neil,Wilkinson,"Minnesota North Stars, San Jose Sharks, Chicago Blackhawks, Winnipeg Jets (1979), Pittsburgh Penguins"
Jamie,Baker,"Quebec Nordiques, Ottawa Senators, San Jose Sharks, Toronto Maple Leafs"
Alexei,Gusarov,"Quebec Nordiques, Colorado Avalanche, New York Rangers, St. Louis Blues"
Claude,Lapointe,"Quebec Nordiques, Calgary Flames, Colorado Avalanche, New York Islanders, Philadelphia Flyers"
Michael,McNeil,"Quebec Nordiques, Chicago Blackhawks"
Kip,Miller,"Quebec Nordiques, Minnesota North Stars, San Jose Sharks, New York Islanders, Chicago Blackhawks, Pittsburgh Penguins, Anaheim Ducks, Washington Capitals"
Owen,Nolan,"Quebec Nordiques, Colorado Avalanche, San Jose Sharks, Toronto Maple Leafs, Phoenix Coyotes, Calgary Flames, Minnesota Wild"
Serge,Roberge,Quebec Nordiques
Mats,Sundin,"Quebec Nordiques, Toronto Maple Leafs, Vancouver Canucks"
Dan,Lambert,Quebec Nordiques
Bruce,Major,Quebec Nordiques
Kris,Draper,"Winnipeg Jets (1979), Detroit Red Wings"
Sergei,Kharin,Winnipeg Jets (1979)
Luciano,Borsato,Winnipeg Jets (1979)
Zdeno,Ciger,"New Jersey Devils, Edmonton Oilers, New York Rangers, Tampa Bay Lightning"
Jeff,Madill,New Jersey Devils
Dave,Marcinyshyn,"New Jersey Devils, Quebec Nordiques, New York Rangers"
Jason,Miller,New Jersey Devils
Myles,O'Connor,"New Jersey Devils, Anaheim Ducks"
Jarrod,Skalde,"New Jersey Devils, Anaheim Ducks, Calgary Flames, Chicago Blackhawks, Dallas Stars, San Jose Sharks, Atlanta Thrashers, Philadelphia Flyers"
Jergus,Baca,Hartford Whalers
Mark,Greig,"Hartford Whalers, Toronto Maple Leafs, Calgary Flames, Philadelphia Flyers"
Bobby,Holik,"Hartford Whalers, New Jersey Devils, New York Rangers, Atlanta Thrashers"
Michel,Picard,"Hartford Whalers, San Jose Sharks, Ottawa Senators, St. Louis Blues, Edmonton Oilers, Philadelphia Flyers"
Chris,Tancill,"Hartford Whalers, Detroit Red Wings, Dallas Stars, San Jose Sharks"
Brian,Chapman,Hartford Whalers
Todd,Richards,Hartford Whalers
Geoff,Sanderson,"Hartford Whalers, Buffalo Sabres, Carolina Hurricanes, Vancouver Canucks, Columbus Blue Jackets, Phoenix Coyotes, Philadelphia Flyers, Edmonton Oilers"
Ross,McKay,Hartford Whalers
Shawn,Byram,"New York Islanders, Chicago Blackhawks"
Gregory,Parks,New York Islanders
Scott,Scissons,New York Islanders
Dennis,Vaske,"New York Islanders, Boston Bruins"
Daniel,Lorenz,New York Islanders
George,Maneluk,New York Islanders
Steven,Rice,"New York Rangers, Edmonton Oilers, Hartford Whalers, Carolina Hurricanes"
Dennis,Vial,"New York Rangers, Detroit Red Wings, Ottawa Senators"
Tony,Amonte,"New York Rangers, Chicago Blackhawks, Philadelphia Flyers, Phoenix Coyotes, Calgary Flames"
Doug,Weight,"New York Rangers, Edmonton Oilers, St. Louis Blues, Carolina Hurricanes, Anaheim Ducks, New York Islanders"
Bill,Armstrong,Philadelphia Flyers
Martin,Hostak,Philadelphia Flyers
Patrick,Murray,Philadelphia Flyers
Mike,Ricci,"Philadelphia Flyers, Quebec Nordiques, Colorado Avalanche, San Jose Sharks, Phoenix Coyotes"
Darren,Rumble,"Philadelphia Flyers, Ottawa Senators, St. Louis Blues, Tampa Bay Lightning"
Kimbi,Daniels,Philadelphia Flyers
Jeff,Daniels,"Pittsburgh Penguins, Florida Panthers, Hartford Whalers, Carolina Hurricanes, Nashville Predators"
Jaromir,Jagr,"Pittsburgh Penguins, Washington Capitals, New York Rangers, Philadelphia Flyers, Boston Bruins, Dallas Stars, New Jersey Devils, Florida Panthers, Calgary Flames"
Jim,Paek,"Pittsburgh Penguins, Los Angeles Kings, Ottawa Senators"
Paul,Stanton,"Pittsburgh Penguins, Boston Bruins, New York Islanders"
Ralph,Barahona,Boston Bruins
Jeff,Lazaro,"Boston Bruins, Ottawa Senators"
Shayne,Stevenson,"Boston Bruins, Tampa Bay Lightning"
Chris,Winnes,"Boston Bruins, Philadelphia Flyers"
Matt,Delguidice,Boston Bruins
Norm,Foster,"Boston Bruins, Edmonton Oilers"
Greg,Brown,"Buffalo Sabres, Pittsburgh Penguins, Winnipeg Jets (1979)"
Joel,Savage,Buffalo Sabres
Jiri,Sejba,Buffalo Sabres
Ken,Sutton,"Buffalo Sabres, Edmonton Oilers, St. Louis Blues, New Jersey Devils, San Jose Sharks, New York Islanders"
David,Littman,"Buffalo Sabres, Tampa Bay Lightning"
Patrice,Brisebois,"Montréal Canadiens, Colorado Avalanche"
Gilbert,Dionne,"Montréal Canadiens, Philadelphia Flyers, Florida Panthers"
Luc,Gauthier,Montréal Canadiens
John,LeClair,"Montréal Canadiens, Philadelphia Flyers, Pittsburgh Penguins"
Patrick,Lebeau,"Montréal Canadiens, Calgary Flames, Florida Panthers, Pittsburgh Penguins"
Mario,Roberge,Montréal Canadiens
Sean,Hill,"Montréal Canadiens, Anaheim Ducks, Ottawa Senators, Carolina Hurricanes, St. Louis Blues, Florida Panthers, New York Islanders, Minnesota Wild"
Jean,Claude Bergeron,"Montréal Canadiens, Tampa Bay Lightning, Los Angeles Kings"
Frederic,Chabot,"Montréal Canadiens, Philadelphia Flyers, Los Angeles Kings"
Drake,Berehowsky,"Toronto Maple Leafs, Pittsburgh Penguins, Edmonton Oilers, Nashville Predators, Vancouver Canucks, Phoenix Coyotes"
Alexander,Godynyuk,"Toronto Maple Leafs, Calgary Flames, Florida Panthers, Hartford Whalers"
Joe,Sacco,"Toronto Maple Leafs, Anaheim Ducks, New York Islanders, Washington Capitals, Philadelphia Flyers"
Jeff,Serowik,"Toronto Maple Leafs, Boston Bruins, Pittsburgh Penguins"
Scott,Thornton,"Toronto Maple Leafs, Edmonton Oilers, Montréal Canadiens, Dallas Stars, San Jose Sharks, Los Angeles Kings"
Damian,Rhodes,"Toronto Maple Leafs, Ottawa Senators, Atlanta Thrashers"
Bob,Babcock,Washington Capitals
Peter,Bondra,"Washington Capitals, Ottawa Senators, Atlanta Thrashers, Chicago Blackhawks"
Dmitri,Khristich,"Washington Capitals, Los Angeles Kings, Boston Bruins, Toronto Maple Leafs"
Kenneth,Lovsin,Washington Capitals
John,Purves,Washington Capitals
Reginald,Savage,"Washington Capitals, Quebec Nordiques"
Steve,Seftel,Washington Capitals
Mikhail,Tatarinov,"Washington Capitals, Quebec Nordiques, Boston Bruins"
Frantisek,Kucera,"Chicago Blackhawks, Hartford Whalers, Vancouver Canucks, Philadelphia Flyers, Pittsburgh Penguins, Columbus Blue Jackets, Washington Capitals"
Dominik,Hasek,"Chicago Blackhawks, Buffalo Sabres, Detroit Red Wings, Ottawa Senators"
Tom,Bissett,Detroit Red Wings
Per,Djoos,"Detroit Red Wings, New York Rangers"
Sergei,Fedorov,"Detroit Red Wings, Anaheim Ducks, Columbus Blue Jackets, Washington Capitals"
Johan,Garpenlov,"Detroit Red Wings, San Jose Sharks, Florida Panthers, Atlanta Thrashers"
Gordon,Kruppke,Detroit Red Wings
Chris,Luongo,"Detroit Red Wings, Ottawa Senators, New York Islanders"
William,McDougall,"Detroit Red Wings, Edmonton Oilers, Tampa Bay Lightning"
Marc,Potvin,"Detroit Red Wings, Los Angeles Kings, Hartford Whalers, Boston Bruins"
Keith,Primeau,"Detroit Red Wings, Hartford Whalers, Carolina Hurricanes, Philadelphia Flyers"
Mike,Sillinger,"Detroit Red Wings, Anaheim Ducks, Vancouver Canucks, Philadelphia Flyers, Tampa Bay Lightning, Florida Panthers, Ottawa Senators, Columbus Blue Jackets, St. Louis Blues, Phoenix Coyotes, Nashville Predators, New York Islanders"
Bob,Wilkie,"Detroit Red Wings, Philadelphia Flyers"
Gary,Shuchuk,"Detroit Red Wings, Los Angeles Kings"
David,Gagnon,Detroit Red Wings
Scott,King,Detroit Red Wings
Nelson,Emerson,"St. Louis Blues, Winnipeg Jets (1979), Hartford Whalers, Carolina Hurricanes, Ottawa Senators, Chicago Blackhawks, Atlanta Thrashers, Los Angeles Kings"
Stephane,Matteau,"Calgary Flames, Chicago Blackhawks, New York Rangers, St. Louis Blues, San Jose Sharks, Florida Panthers"
Robert,Reichel,"Calgary Flames, New York Islanders, Phoenix Coyotes, Toronto Maple Leafs"
Martin,Simard,"Calgary Flames, Tampa Bay Lightning"
Tim,Sweeney,"Calgary Flames, Boston Bruins, Anaheim Ducks, New York Rangers"
Paul,Kruse,"Calgary Flames, New York Islanders, Buffalo Sabres, San Jose Sharks"
Dan,Currie,"Edmonton Oilers, Los Angeles Kings"
David,Haas,"Edmonton Oilers, Calgary Flames"
Steve,Smith,Edmonton Oilers
Tomas,Srsen,Edmonton Oilers
Shaun,Van Allen,"Edmonton Oilers, Anaheim Ducks, Ottawa Senators, Dallas Stars, Montréal Canadiens"
Igor,Viazmikin,Edmonton Oilers
Shawn,Antoski,"Vancouver Canucks, Philadelphia Flyers, Pittsburgh Penguins, Anaheim Ducks"
Richard,Brown,Vancouver Canucks
Don,Gibson,Vancouver Canucks
Robert,Kron,"Vancouver Canucks, Hartford Whalers, Carolina Hurricanes, Columbus Blue Jackets"
Petr,Nedved,"Vancouver Canucks, St. Louis Blues, New York Rangers, Pittsburgh Penguins, Edmonton Oilers, Philadelphia Flyers, Phoenix Coyotes"
Gino,Odjick,"Vancouver Canucks, New York Islanders, Philadelphia Flyers, Montréal Canadiens"
Garry,Valk,"Vancouver Canucks, Anaheim Ducks, Pittsburgh Penguins, Toronto Maple Leafs, Chicago Blackhawks"
Steve,McKichan,Vancouver Canucks
Francis,Breault,Los Angeles Kings
Rick,Hayward,Los Angeles Kings
Mike,Craig,"Minnesota North Stars, Dallas Stars, Toronto Maple Leafs, San Jose Sharks"
Kevin,Evans,"Minnesota North Stars, San Jose Sharks"
Dan,Keczmer,"Minnesota North Stars, Hartford Whalers, Calgary Flames, Dallas Stars, Nashville Predators"
Pat,MacLeod,"Minnesota North Stars, San Jose Sharks, Dallas Stars"
Stephane,Charbonneau,Quebec Nordiques
Adam,Foote,"Quebec Nordiques, Colorado Avalanche, Columbus Blue Jackets"
Valeri,Kamensky,"Quebec Nordiques, Colorado Avalanche, New York Rangers, New Jersey Devils, Dallas Stars"
Jon,Klemm,"Quebec Nordiques, Colorado Avalanche, Chicago Blackhawks, Dallas Stars, Los Angeles Kings"
Andrew,Rymsha,Quebec Nordiques
Martin,Rucinsky,"Quebec Nordiques, Edmonton Oilers, Montréal Canadiens, Colorado Avalanche, New York Rangers, Dallas Stars, St. Louis Blues, Vancouver Canucks"
Dave,Karpa,"Quebec Nordiques, Anaheim Ducks, Carolina Hurricanes, New York Rangers"
Bill,Lindsay,"Quebec Nordiques, Florida Panthers, Calgary Flames, San Jose Sharks, Montréal Canadiens, Atlanta Thrashers"
Stu,Barnes,"Winnipeg Jets (1979), Florida Panthers, Pittsburgh Penguins, Buffalo Sabres, Dallas Stars"
Jason,Cirone,Winnipeg Jets (1979)
Evgeny,Davydov,"Winnipeg Jets (1979), Ottawa Senators, Florida Panthers"
Russ,Romaniuk,"Winnipeg Jets (1979), Philadelphia Flyers"
Keith,Tkachuk,"Winnipeg Jets (1979), Phoenix Coyotes, St. Louis Blues, Atlanta Thrashers"
Igor,Ulanov,"Winnipeg Jets (1979), Washington Capitals, Tampa Bay Lightning, Chicago Blackhawks, Montréal Canadiens, Edmonton Oilers, New York Rangers, Florida Panthers"
Michael,O'Neill,"Winnipeg Jets (1979), Anaheim Ducks"
Jeffrey,Christian,"New Jersey Devils, Pittsburgh Penguins, Phoenix Coyotes"
Jim,Dowd,"New Jersey Devils, Vancouver Canucks, New York Islanders, Calgary Flames, Edmonton Oilers, Minnesota Wild, Montréal Canadiens, Chicago Blackhawks, Colorado Avalanche, Philadelphia Flyers"
Bill,Guerin,"New Jersey Devils, Edmonton Oilers, Boston Bruins, Dallas Stars, St. Louis Blues, San Jose Sharks, New York Islanders, Pittsburgh Penguins"
Alexander,Semak,"New Jersey Devils, Tampa Bay Lightning, New York Islanders, Vancouver Canucks"
Valeri,Zelepukin,"New Jersey Devils, Edmonton Oilers, Philadelphia Flyers, Chicago Blackhawks"
Scott,Niedermayer,"New Jersey Devils, Anaheim Ducks"
Martin,Brodeur,"New Jersey Devils, St. Louis Blues"
Chad,Erickson,New Jersey Devils
Joseph,Day,"Hartford Whalers, New York Islanders"
Patrick,Poulin,"Hartford Whalers, Chicago Blackhawks, Tampa Bay Lightning, Montréal Canadiens"
Marty,McInnis,"New York Islanders, Calgary Flames, Anaheim Ducks, Boston Bruins"
Brad,Turner,New York Islanders
Scott,Lachance,"New York Islanders, Montréal Canadiens, Vancouver Canucks, Columbus Blue Jackets"
Peter,Fiorentino,New York Rangers
Sergei,Nemchinov,"New York Rangers, Vancouver Canucks, New York Islanders, New Jersey Devils"
Rob,Zamuner,"New York Rangers, Tampa Bay Lightning, Ottawa Senators, Boston Bruins"
Claude,Boivin,"Philadelphia Flyers, Ottawa Senators"
John,Conroy,Philadelphia Flyers
Dan,Kordic,Philadelphia Flyers
Reid,Simpson,"Philadelphia Flyers, Minnesota North Stars, New Jersey Devils, Chicago Blackhawks, Tampa Bay Lightning, St. Louis Blues, Montréal Canadiens, Nashville Predators, Pittsburgh Penguins"
Yanick,Dupre,Philadelphia Flyers
Andrei,Lomakin,"Philadelphia Flyers, Florida Panthers"
Dominic,Roussel,"Philadelphia Flyers, Winnipeg Jets (1979), Anaheim Ducks, Edmonton Oilers"
Shawn,McEachern,"Pittsburgh Penguins, Los Angeles Kings, Boston Bruins, Ottawa Senators, Atlanta Thrashers"
Glenn,Mulvenna,"Pittsburgh Penguins, Philadelphia Flyers"
Todd,Nelson,"Pittsburgh Penguins, Washington Capitals"
Michael,Needham,"Pittsburgh Penguins, Dallas Stars"
Ted,Donato,"Boston Bruins, New York Islanders, Ottawa Senators, Anaheim Ducks, Dallas Stars, St. Louis Blues, Los Angeles Kings, New York Rangers"
Matthew,Glennon,Boston Bruins
Steve,Heinze,"Boston Bruins, Buffalo Sabres, Columbus Blue Jackets, Los Angeles Kings"
Gord,Hynes,"Boston Bruins, Philadelphia Flyers"
Joe,Juneau,"Boston Bruins, Washington Capitals, Buffalo Sabres, Ottawa Senators, Phoenix Coyotes, Montréal Canadiens"
Glen,Murray,"Boston Bruins, Pittsburgh Penguins, Los Angeles Kings"
Jozef,Stumpel,"Boston Bruins, Los Angeles Kings, Florida Panthers"
Keith,Carney,"Buffalo Sabres, Chicago Blackhawks, Phoenix Coyotes, Anaheim Ducks, Vancouver Canucks, Minnesota Wild"
Peter,Ciavaglia,Buffalo Sabres
Brad,May,"Buffalo Sabres, Vancouver Canucks, Phoenix Coyotes, Colorado Avalanche, Anaheim Ducks, Toronto Maple Leafs, Detroit Red Wings"
Jesse,Belanger,"Montréal Canadiens, Florida Panthers, Vancouver Canucks, Edmonton Oilers, New York Islanders"
Paul,Di Pietro,"Montréal Canadiens, Toronto Maple Leafs, Los Angeles Kings"
Ed,Ronan,"Montréal Canadiens, Winnipeg Jets (1979), Buffalo Sabres"
Vladimir,Vujtek,"Montréal Canadiens, Edmonton Oilers, Tampa Bay Lightning, Atlanta Thrashers, Pittsburgh Penguins"
Mike,Eastwood,"Toronto Maple Leafs, Winnipeg Jets (1979), New York Rangers, Phoenix Coyotes, St. Louis Blues, Chicago Blackhawks, Pittsburgh Penguins"
Leonard,Esau,"Toronto Maple Leafs, Quebec Nordiques, Calgary Flames, Edmonton Oilers"
Kent,Manderville,"Toronto Maple Leafs, Edmonton Oilers, Hartford Whalers, Carolina Hurricanes, Philadelphia Flyers, Pittsburgh Penguins"
Rob,Pearson,"Toronto Maple Leafs, Washington Capitals, St. Louis Blues"
David,Tomlinson,"Toronto Maple Leafs, Winnipeg Jets (1979), Florida Panthers"
Dmitri,Mironov,"Toronto Maple Leafs, Pittsburgh Penguins, Anaheim Ducks, Detroit Red Wings, Washington Capitals"
Felix,Potvin,"Toronto Maple Leafs, New York Islanders, Vancouver Canucks, Los Angeles Kings, Boston Bruins"
Brad,Schlegel,"Washington Capitals, Calgary Flames"
Jason,Woolley,"Washington Capitals, Florida Panthers, Pittsburgh Penguins, Buffalo Sabres, Detroit Red Wings"
Steve,Konowalchuk,"Washington Capitals, Colorado Avalanche"
Ryan,McGill,"Chicago Blackhawks, Philadelphia Flyers, Edmonton Oilers"
Adam,Bennett,"Chicago Blackhawks, Edmonton Oilers"
Karl,Dykhuis,"Chicago Blackhawks, Philadelphia Flyers, Tampa Bay Lightning, Montréal Canadiens"
Sean,Williams,Chicago Blackhawks
Dean,McAmmond,"Chicago Blackhawks, Edmonton Oilers, Philadelphia Flyers, Calgary Flames, Colorado Avalanche, St. Louis Blues, Ottawa Senators, New York Islanders, New Jersey Devils"
Igor,Kravchuk,"Chicago Blackhawks, Edmonton Oilers, St. Louis Blues, Ottawa Senators, Calgary Flames, Florida Panthers"
Rob,Conn,"Chicago Blackhawks, Buffalo Sabres"
Ray,Leblanc,Chicago Blackhawks
Jim,Cummins,"Detroit Red Wings, Philadelphia Flyers, Tampa Bay Lightning, Chicago Blackhawks, Phoenix Coyotes, Montréal Canadiens, Anaheim Ducks, New York Islanders, Colorado Avalanche"
Vladimir,Konstantinov,"Detroit Red Wings, Montréal Canadiens"
Vyacheslav,Kozlov,"Detroit Red Wings, Buffalo Sabres, Atlanta Thrashers"
Nicklas,Lidstrom,Detroit Red Wings
Martin,Lapointe,"Detroit Red Wings, Boston Bruins, Chicago Blackhawks, Ottawa Senators"
Philippe,Bozon,St. Louis Blues
Denny,Felsner,St. Louis Blues
Bret,Hedican,"St. Louis Blues, Vancouver Canucks, Florida Panthers, Carolina Hurricanes, Anaheim Ducks"
Jason,Marshall,"St. Louis Blues, Anaheim Ducks, Washington Capitals, Minnesota Wild, San Jose Sharks"
Robert,Robinson,St. Louis Blues
Guy,Hebert,"St. Louis Blues, Anaheim Ducks, New York Rangers"
Thomas,Forslund,Calgary Flames
Todd,Harkins,"Calgary Flames, Hartford Whalers"
Chris,Lindberg,"Calgary Flames, Quebec Nordiques"
Darryl,Olsen,Calgary Flames
Mark,Osiecki,"Calgary Flames, Winnipeg Jets (1979), Ottawa Senators, Minnesota North Stars"
Trevor,Kidd,"Calgary Flames, Carolina Hurricanes, Florida Panthers, Toronto Maple Leafs"
Warren,Sharples,Calgary Flames
Josef,Beranek,"Edmonton Oilers, Philadelphia Flyers, Vancouver Canucks, Pittsburgh Penguins"
Louie,Debrusk,"Edmonton Oilers, Tampa Bay Lightning, Phoenix Coyotes, Chicago Blackhawks"
Pavel,Bure,"Vancouver Canucks, Florida Panthers, New York Rangers"
Kyosti,Karjalainen,Los Angeles Kings
Shawn,McCosh,"Los Angeles Kings, New York Rangers"
Darryl,Sydor,"Los Angeles Kings, Dallas Stars, Tampa Bay Lightning, Columbus Blue Jackets, Pittsburgh Penguins, St. Louis Blues"
Brent,Thompson,"Los Angeles Kings, Winnipeg Jets (1979), Phoenix Coyotes"
Sean,Whyte,Los Angeles Kings
Peter,Ahola,"Los Angeles Kings, Pittsburgh Penguins, San Jose Sharks, Calgary Flames"
David,Goverde,Los Angeles Kings
Michael,Colman,San Jose Sharks
Edward,Courtenay,San Jose Sharks
Jeff,Odgers,"San Jose Sharks, Boston Bruins, Colorado Avalanche, Atlanta Thrashers"
Jean-Francois,Quintin,San Jose Sharks
Claudio,Scremin,San Jose Sharks
Mike,Sullivan,"San Jose Sharks, Calgary Flames, Boston Bruins, Phoenix Coyotes"
David,Williams,"San Jose Sharks, Anaheim Ducks"
Pat,Falloon,"San Jose Sharks, Philadelphia Flyers, Ottawa Senators, Edmonton Oilers, Pittsburgh Penguins"
Ray,Whitney,"San Jose Sharks, Florida Panthers, Edmonton Oilers, Columbus Blue Jackets, Detroit Red Wings, Carolina Hurricanes, Phoenix Coyotes, Dallas Stars"
Dale,Craigwell,San Jose Sharks
Mikhail,Kravets,San Jose Sharks
Wade,Flaherty,"San Jose Sharks, New York Islanders, Tampa Bay Lightning, Florida Panthers, Nashville Predators"
Arturs,Irbe,"San Jose Sharks, Dallas Stars, Vancouver Canucks, Carolina Hurricanes"
Enrico,Ciccone,"Minnesota North Stars, Tampa Bay Lightning, Washington Capitals, Chicago Blackhawks, Carolina Hurricanes, Vancouver Canucks, Montréal Canadiens"
Derian,Hatcher,"Minnesota North Stars, Dallas Stars, Detroit Red Wings, Philadelphia Flyers"
Trent,Klatt,"Minnesota North Stars, Dallas Stars, Philadelphia Flyers, Vancouver Canucks, Los Angeles Kings"
Niklas,Andersson,"Quebec Nordiques, New York Islanders, San Jose Sharks, Nashville Predators, Calgary Flames"
Andrei,Kovalenko,"Quebec Nordiques, Montréal Canadiens, Colorado Avalanche, Edmonton Oilers, Philadelphia Flyers, Carolina Hurricanes, Boston Bruins"
Chris,Simon,"Quebec Nordiques, Colorado Avalanche, Washington Capitals, Chicago Blackhawks, New York Rangers, Calgary Flames, New York Islanders, Minnesota Wild"
Dallas,Eakins,"Winnipeg Jets (1979), Florida Panthers, St. Louis Blues, New York Rangers, Phoenix Coyotes, Toronto Maple Leafs, New York Islanders, Calgary Flames"
Scott,Levins,"Winnipeg Jets (1979), Ottawa Senators, Florida Panthers, Phoenix Coyotes"
Teemu,Selanne,"Winnipeg Jets (1979), Anaheim Ducks, San Jose Sharks, Colorado Avalanche"
Alexei,Zhamnov,"Winnipeg Jets (1979), Chicago Blackhawks, Philadelphia Flyers, Boston Bruins"
